id,log_id,risk,incident_category,title,text,source,notes,createdAt,updatedAt
11,LOG-1763286644118-807,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763286644118-807] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T09:50:39.012Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 야간 전체 백업 작업이 성공적으로 완료되었음을 나타내는 정상 시스템 동작입니다. 백업 대상 경로(NAS01:/backup/db_full)가 내부 시스템으로 지정되어 있어 외부 전송 또는 유출 의심 정황이 없으며, 민감한 마스킹 토큰([EMAIL], [PHONE] 등)이 포함되어 있지 않습니다. 백업 작업의 일반적인 모니터링 범주에 해당합니다.
- 대응 권고: 1. 백업 대상 경로의 접근 제어 목록(ACL) 주기적 점검
2. 백업 로그에 민감정보 포함 여부 지속적 모니터링
3. 백업 데이터의 암호화와 무결성 검증 절차 준수 확인
4. 백업 작업 실패 시 알림 시스템과 연동해 이상징후 탐지 강화

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:50:39.011Z cron[backup] INFO job=nightly_full_backup status=OK duration=365s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T09:51:30.117Z,2025-11-16T09:51:30.117Z
12,LOG-1763286658943-28,High,misconfiguration,[High] 오브젝트 스토리지 / misconfiguration,"[#LOG-1763286658943-28] 오브젝트 스토리지 / misconfiguration

- 발생 시각: 2025-11-16T09:50:54.011Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 'internal-docs' 버킷 내 'project_plan_v2.pdf' 객체에 만료 기간 없이 퍼블릭 읽기 권한(public-read)을 부여하여 외부 유출 가능성이 존재합니다. 내부 문서가 무단으로 공개 접근될 수 있는 심각한 설정 오류(misconfiguration)입니다.
- 대응 권고: 1. 즉시 버킷 ACL 설정 변경으로 퍼블릭 액세스 차단 2. 생성된 공개 링크 존재 여부 확인 및 삭제 3. 사용자의 S3 접근 권한 검토 및 필요 시 제한 4. 내부 문서 접근 로그 후분석을 통한 추가 유출 가능성 확인 5. 보안 설정 가이드라인 재교육 실시

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:50:54.011Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T09:51:30.121Z,2025-11-16T09:51:30.121Z
13,LOG-1763286674218-895,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763286674218-895] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T09:51:09.010Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그는 nightly_full_backup 작업이 정상적으로 완료되었음을 나타내며, 개인정보 유출이나 계정 악용, 설정 오류와 관련된 특이 사항이 없습니다. 대상 경로(nas01:/backup/db_full)는 내부 시스템 간 전송으로 판단되며, 외부 전송 또는 퍼블릭 공유 증거가 없습니다. 오류가 발생하지 않았고 백업 프로세스의 정상적인 모니터링 로그로 분류됩니다.
- 대응 권고: 1) 백업 대상 데이터(nas01:/backup/db_full)에 개인정보가 포함될 경우 암호화 여부 확인 2) 백업 파일의 접근 제어 목록(ACL) 및 저장 기간 정책 검토 3) cron 작업 로그의 정기적 검토를 통해 비정상 패턴 모니터링 지속

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:09.010Z cron[backup] INFO job=nightly_full_backup status=OK duration=249s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T09:51:30.124Z,2025-11-16T09:51:30.124Z
14,LOG-1763286682865-888,High,misconfiguration,[High] 오브젝트 스토리지 / misconfiguration,"[#LOG-1763286682865-888] 오브젝트 스토리지 / misconfiguration

- 발생 시각: 2025-11-16T09:51:18.009Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 계정에 의해 'internal-docs' 버킷의 'project_plan_v2.pdf' 객체에 만료 기간 없이 퍼블릭 링크(public-read ACL)가 생성되었습니다. 내부 문서 버킷에 대한 무제한 공개 접근은 의도적이지 않은 정보 유출(exfiltration)로 이어질 수 있는 심각한 설정 오류(misconfiguration)입니다.
- 대응 권고: 1. 즉시 퍼블릭 링크를 삭제하고 버킷 ACL을 'private'로 복원하세요. 2. cloud_user 계정에 대한 접근 권한 및 활동 이력을 검토하세요. 3. S3 버킷에 대한 퍼블릭 액세스 차단 정책을 적용하고, 변경 사항에 대한 실시간 모니터링 시스템을 강화하세요.

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:18.009Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T09:51:30.128Z,2025-11-16T09:51:30.128Z
15,LOG-1763286691939-977,High,credential_abuse,[High] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763286691939-977] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T09:51:27.017Z
- 최종 위험도: High
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: 12회의 연속된 로그인 실패 시도가 감지되었으며, 관리자 계정(admin01)을 대상으로 한 공격 시도 가능성이 높음. src_ip=[IP]에서 발생한 비정상적인 접근 패턴으로 계정 탈취(credential_abuse) 또는 Brute-Force 공격 의심. lockout=false로 설정되어 있어 추가 공격 가능성 존재
- 대응 권고: 1. src_ip=[IP]에 대한 즉시 접근 차단 및 추가 로그 분석 수행 2. 관리자 계정(admin01) 비밀번호 초기화 및 MFA(다중 인증) 적용 3. 계정 잠금 정책(lockout=true) 활성화 검토 4. 동일 IP에서의 다른 계정 대상 공격 시도 여부 모니터링

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:27.017Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=12 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T09:52:30.121Z,2025-11-16T09:52:30.121Z
16,LOG-1763286694727-204,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763286694727-204] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T09:51:30.014Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정기 백업 작업이 정상적으로 완료된 로그이며, 민감정보가 포함된 전송이나 비정상적인 행위가 확인되지 않음. 백업 대상이 내부 시스템(nas01:/backup/db_full)으로 제한되어 있고, 오류 또는 외부 유출 시도가 없음
- 대응 권고: 1) 백업 로그 주기적 모니터링을 통해 비정상적인 외부 전송 발생 시 즉시 차단 체계 확립
2) 백업 대상 경로에 민감정보 포함 여부 추가 검토 (현행 마스킹 처리 상태 확인)
3) 백업 작업의 접근 제어 및 암호화 적용 여부 점검

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:30.014Z cron[backup] INFO job=nightly_full_backup status=OK duration=342s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T09:52:30.132Z,2025-11-16T09:52:30.132Z
17,LOG-1763286698211-399,High,misconfiguration,[High] 오브젝트 스토리지 / misconfiguration,"[#LOG-1763286698211-399] 오브젝트 스토리지 / misconfiguration

- 발생 시각: 2025-11-16T09:51:33.010Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 internal-docs 버킷 내 project_plan_v2.pdf 파일에 대해 만료 기한 없이 public-read ACL로 공개 링크를 생성했습니다. 내부 문서 버킷에 대한 퍼블릭 접근은 조직 정책 위반 가능성이 높으며, 의도치 않은 개인정보 유출(exfiltration)로 이어질 수 있는 중대한 설정 오류(misconfiguration)입니다.
- 대응 권고: 1. 즉시 해당 객체의 ACL을 private로 변경하고 기존 공개 링크 무효화
2. 사용자 cloud_user의 IAM 권한 검토 및 최소 권한 원칙 적용
3. S3 버킷 전체에 대한 퍼블릭 액세스 차단 정책 강제화
4. 내부 문서 저장소에 대한 비정상 접근 모니터링 강화

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:33.010Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T09:52:30.139Z,2025-11-16T09:52:30.139Z
18,LOG-1763286701079-8,Medium,credential_abuse,[Medium] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763286701079-8] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T09:51:36.010Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: 관리자 계정(admin01)에 대해 9회의 연속적인 로그인 실패 시도가 감지되었으며, 잠금(lockout) 정책이 활성화되지 않았습니다. 이는 계정 악용(credential_abuse) 시도의 가능성이 있으나, 실제 유출이나 추가적인 데이터 전송 행위는 확인되지 않았습니다. IP 주소는 마스킹 처리되어 있으나 다수의 로그인 실패 시도만으로 즉각적인 고위험 행위로 판단하기 어렵습니다.
- 대응 권고: 1. 즉시 관리자 계정(admin01)에 대한 일시적 잠금 조치 수행 2. 해당 IP([IP])에 대한 추가 모니터링 및 접근 차단 검토 3. 계정 잠금 정책(lockout) 활성화 여부 확인 및 필요 시 임계값 조정 4. 다중 인증(MFA) 적용 여부 점검 및 강화 5. 동일 패턴 발생 시 경고 알림 시스템 개선

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:36.010Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=9 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T09:52:30.143Z,2025-11-16T09:52:30.143Z
19,LOG-1763286704214-355,High,exfiltration,[High] CRM 시스템 / exfiltration,"[#LOG-1763286704214-355] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T09:51:39.011Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 대량(3,541건) 고객 데이터(이름, [PHONE], [EMAIL])가 필터('recent_signup&vip')와 함께 CSV 형식으로 외부 전송(export)되었습니다. 개인정보 유출(exfiltration) 가능성이 높으며, 특히 VIP 고객 대상 데이터를 포함한 점이 우려되는 상황입니다. 정상 업무 프로세스라도 대량 데이터 전송은 사전 승인 및 암호화 전송이 필수적입니다.
- 대응 권고: 1) 즉시 해당 export 작업의 승인 여부 및 목적 확인 2) 전송된 데이터의 저장 위치 및 접근 권한 검토 3) CRM 시스템 내보내기 기능에 대한 접근 제어 강화(이중 인증 적용) 4) 대량 데이터 추출 시 사전 승인 워크플로우 도입 5) 민감정보 포함 데이터 전송 시 암호화 의무화

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:39.011Z CRM[export] INFO user=sales_lead op=export object=customer rows=3541 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv",CRM 시스템,,2025-11-16T09:52:30.148Z,2025-11-16T09:52:30.148Z
20,LOG-1763286707083-971,High,credential_abuse,[High] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763286707083-971] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T09:51:42.009Z
- 최종 위험도: High
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: 관리자 계정(admin)에서 다중 국가(US, KR, DE) IP를 통해 3회의 로그인 시도가 감지되었으며, MFA 우회 의심으로 차단되었습니다. 관리자 계정의 비정상적인 다중 지역 접근 시도는 계정 탈취 또는 크레덴셜 남용 가능성이 높습니다.
- 대응 권고: 1. 즉시 관리자 계정(admin)의 비밀번호 강제 재설정 및 MFA 토큰 재발급 수행 2. src_ip=[IP]에 대한 차단 조치 및 해당 IP의 접속 이력 추가 조사 3. 관리자 계정에 대한 비정상적인 다중 지역 로그인 패턴 모니터링 강화 4. 계정 접근 정책 검토(필요 시 관리자 계정 접근 제한 국가 화이트리스트 적용)

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:42.009Z LOGIN_GW[auth] ALERT mfa_bypass_suspected user=admin src_ip=[IP] geo=""US,KR,DE"" attempts=3 result=blocked",로그인 게이트웨이,,2025-11-16T09:52:30.152Z,2025-11-16T09:52:30.152Z
21,LOG-1763286715789-702,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763286715789-702] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T09:51:51.016Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정상적인 시스템 백업 작업이 완료되었음을 나타내는 로그입니다. 외부 네트워크로의 데이터 전송, 계정 정보 활용, 설정 오류 등의 의심 요소가 확인되지 않으며, 백업 작업이 정상적으로 종료되었습니다. (status=OK, errors=0)
- 대응 권고: 정기적인 백업 작업의 정상 수행을 확인하기 위한 모니터링 로그로 분류됩니다. 추가 조치가 필요 없으나, 백업 대상 경로(nas01:/backup/db_full)의 접근 제어 및 암호화 적용 여부를 주기적으로 점검하세요.

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:51:51.016Z cron[backup] INFO job=nightly_full_backup status=OK duration=93s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T09:52:30.157Z,2025-11-16T09:52:30.157Z
22,LOG-1763286725305-522,Medium,credential_abuse,[Medium] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763286725305-522] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T09:52:00.026Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: admin01 계정에 대해 12회의 연속된 로그인 실패 시도가 발생했으며, 계정 잠금(lockout)이 활성화되지 않은 상태입니다. 이는 브루트 포스 공격(credential_abuse) 시도로 의심되며, 관리자 계정이 표적화될 경우 심각한 보안 사고로 이어질 수 있습니다. 다만 실제 인증 정보 유출 여부는 확인되지 않아 High 등급은 적용하지 않았습니다.
- 대응 권고: 1. 'admin01' 계정의 즉시 비밀번호 재설정 및 MFA(다중 인증) 적용 2. 로그인 실패 임계값 조정(5회 시도 시 일시적 잠금) 및 계정 잠금 정책 활성화 3. src_ip=[IP]에 대한 접근 차단 및 추가 로그 패턴 분석 수행 4. 관리자 계정 대상 지속적인 비정상 로그인 시도 모니터링 강화

--- 로그 본문 (마스킹됨) ---
2025-11-16T09:52:00.026Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=12 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T09:52:30.161Z,2025-11-16T09:52:30.161Z
