log_id,occurred_at,source,incident_category,risk,pii_status,pii_summary,analyzer_reason,redacted_log
LOG-1763476673329-64,2025-11-18T14:37:36.065Z,파일 서버,exfiltration,High,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"파일 공유 권한 설정에서 'Everyone'에게 Read 권한을 개방하고 대량의 데이터(8731 rows, 0.8GB)가 포함된 ZIP 파일을 익명 링크로 공유하는 행위는 개인정보 유출(exfiltration) 위험이 매우 높습니다. 외부 유출 가능성을 배제할 수 없으며, 특히 마케팅 관련 데이터가 포함된 것으로 추정되는 파일명이 사용되었습니다. 토큰화된 민감정보는 없으나 대량 데이터 전송 자체가 보안 정책에 위반될 수 있습니다.","2025-11-18T14:37:36.065Z FILESRV[share] ALERT user=marketing01 set_share path=""/export/event_campaign_export.zip"" perm=""Everyone,Read"" rows=8731 size=0.8GB link_type=""anonymous"""
LOG-1763476673446-416,2025-11-18T14:37:42.011Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 공격 시도가 탐지되었으나 WAF(웹 애플리케이션 방화벽)에 의해 차단되었습니다. 공격자는 ' OR '1'='1' 페이로드를 사용하여 인증 우회를 시도했으나, 실제 개인정보 유출 또는 계정 악용은 발생하지 않았습니다. 로그 내 [EMAIL], [PHONE], [CARD], [RRN] 등의 민감정보 토큰이 확인되지 않았습니다.","2025-11-18T14:37:42.011Z WEB_APP[waf] WARN sqli_detected user=guest src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763476677182-208,2025-11-18T14:37:54.050Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:37:54.050Z cron[backup] INFO job=nightly_full_backup status=OK duration=343s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476683209-490,2025-11-18T14:38:00.073Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:38:00.073Z monitor[agent] INFO healthcheck ok cpu=11.7% mem=30.9% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476689179-294,2025-11-18T14:38:06.055Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:38:06.054Z monitor[agent] INFO healthcheck ok cpu=14.0% mem=56.6% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476697391-160,2025-11-18T14:38:12.051Z,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","admin01 계정에 대한 10회의 연속된 로그인 실패가 발생했으나, 계정 잠금이 활성화되지 않았습니다. 이는 무작위 대입 공격(credential stuffing) 또는 인증 정보 악용 시도를 시사합니다. 로그에 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])은 포함되어 있지 않습니다.",2025-11-18T14:38:12.051Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=10 src_ip=[IP] lockout=false
LOG-1763476701181-277,2025-11-18T14:38:18.053Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:38:18.053Z monitor[agent] INFO healthcheck ok cpu=35.1% mem=36.3% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476707186-528,2025-11-18T14:38:24.054Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:38:24.054Z WEB_APP[http] INFO login success user=user123 src_ip=[IP] method=POST path=""/login"" status=200 resp_time=133ms ua=""Chrome/120"""
LOG-1763476713188-538,2025-11-18T14:38:30.070Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:38:30.070Z cron[backup] INFO job=nightly_full_backup status=OK duration=368s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476725357-51,2025-11-18T14:38:36.080Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:38:36.080Z FILESRV[access] INFO user=design01 op=read path=""/dept/shared/manual_v3.pdf"" size=1804KB src_ip=[IP] result=OK"
LOG-1763476727696-723,2025-11-18T14:38:42.010Z,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","admin01 계정에 대한 7회의 연속 로그인 실패가 발생했으나, 계정이 잠금 처리되지 않아 악의적인 브루트 포스 공격 가능성이 있음. 로그 내 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])은 없으나, 반복된 실패 시도는 계정 악용(credential_abuse)의 전형적인 징후임. 단일 IP에서의 접근이므로 현재는 Medium 위험으로 분류. 유사 인시던트 사례에서도 동일한 패턴 관찰됨.",2025-11-18T14:38:42.010Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=7 src_ip=[IP] lockout=false
LOG-1763476731171-83,2025-11-18T14:38:48.056Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:38:48.056Z cron[backup] INFO job=nightly_full_backup status=OK duration=623s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476737179-798,2025-11-18T14:38:54.050Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:38:54.050Z cron[backup] INFO job=nightly_full_backup status=OK duration=830s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476749175-654,2025-11-18T14:39:06.050Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:39:06.050Z cron[backup] INFO job=nightly_full_backup status=OK duration=228s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476757491-611,2025-11-18T14:39:12.060Z,CRM 시스템,exfiltration,High,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"crm_admin 사용자가 고객 정보(이름, 전화번호, 이메일)를 포함하는 4,377건의 데이터를 CSV 형식으로 대량 수출한 로그입니다. 'phone' 및 'email' 필드는 [PHONE], [EMAIL] 토큰으로 마스킹되어야 할 민감정보 유출 가능성이 있으며, 유사한 exfiltration 사례가 동일한 시간대에 다수 발생했습니다. 대량 데이터 이동과 외부 전송 가능성이 있어 위험도가 높습니다.","2025-11-18T14:39:12.060Z CRM[export] INFO user=crm_admin op=export object=customer rows=4377 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv"
LOG-1763476763117-145,2025-11-18T14:39:18.051Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 시도가 탐지되어 WAF에 의해 차단되었습니다. 공격자가 로그인 URI에 악의적인 SQL 쿼리(' OR '1'='1')를 삽입하려 시도했으나, 실제 계정 정보나 민감 데이터 유출 없이 차단된 상황입니다. 동일 시간대에 다수의 유사 인시던트가 발생한 점으로 미루어 지속적인 공격 시도로 판단됩니다.","2025-11-18T14:39:18.051Z WEB_APP[waf] WARN sqli_detected user=guest src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763476768965-876,2025-11-18T14:39:24.050Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","정상적인 로그인 성공 로그이며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되지 않았고, 사용자 'bob'의 인증 성공 기록만 확인됩니다. status=200 및 일반적인 로그인 경로('/login') 사용으로 정상 시스템 동작으로 판단됩니다.","2025-11-18T14:39:24.050Z WEB_APP[http] INFO login success user=bob src_ip=[IP] method=POST path=""/login"" status=200 resp_time=165ms ua=""Chrome/120"""
LOG-1763476773182-249,2025-11-18T14:39:30.062Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:39:30.062Z WEB_APP[http] INFO login success user=bob src_ip=[IP] method=POST path=""/login"" status=200 resp_time=129ms ua=""Chrome/120"""
LOG-1763476788278-723,2025-11-18T14:39:36.065Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:39:36.065Z monitor[agent] INFO healthcheck ok cpu=13.0% mem=48.6% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476793821-150,2025-11-18T14:39:48.055Z,오브젝트 스토리지,exfiltration,High,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"cloud_user 사용자가 'internal-docs' 버킷 내 'project_plan_v2.pdf' 객체에 만료 기간 없는 공개 링크(acl=""public-read"", expiry=none)를 생성했습니다. 내부 문서가 외부로 무제한 접근 가능해지며, 이는 의도하지 않은 개인정보 유출(exfiltration)로 이어질 수 있는 고위험 설정 오류(misconfiguration)입니다. 유사 인시던트 사례와 달리 직접적인 PII 노출은 없으나, 내부 문서 노출 자체가 보안 사고 확대 가능성이 큽니다.","2025-11-18T14:39:48.054Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read"""
LOG-1763476797178-907,2025-11-18T14:39:54.052Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:39:54.052Z monitor[agent] INFO healthcheck ok cpu=32.4% mem=33.1% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476803206-673,2025-11-18T14:40:00.076Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:40:00.076Z cron[backup] INFO job=nightly_full_backup status=OK duration=270s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476811009-826,2025-11-18T14:40:06.052Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그 이벤트는 'staff01' 사용자가 내부 공유 폴더의 매뉴얼 파일을 조회한 정상적인 읽기 작업으로, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되지 않았습니다. 단순 모니터링 범주에 해당하며, 시스템 상태 체크 또는 업무 관련 문서 접근으로 판단됩니다. 유사 인시던트 사례와 달리 계정 악용이나 설정 오류 증거가 없고, 파일 크기(1.6MB)도 일반 매뉴얼 수준입니다.","2025-11-18T14:40:06.052Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=1653KB src_ip=[IP] result=OK"
LOG-1763476816986-657,2025-11-18T14:40:12.049Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그인 성공 로그이며, 민감한 개인정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되어 있지 않습니다. 단일 정상 로그인 시도로 판단되며, 참고된 유사 인시던트 사례와 달리 반복적인 실패나 비정상 접근 패턴이 관찰되지 않습니다.","2025-11-18T14:40:12.049Z WEB_APP[http] INFO login success user=alice src_ip=[IP] method=POST path=""/login"" status=200 resp_time=44ms ua=""Chrome/120"""
LOG-1763476821189-729,2025-11-18T14:40:18.055Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:40:18.055Z WEB_APP[http] INFO login success user=bob src_ip=[IP] method=POST path=""/login"" status=200 resp_time=188ms ua=""Chrome/120"""
LOG-1763476827183-382,2025-11-18T14:40:24.054Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:40:24.054Z cron[backup] INFO job=nightly_full_backup status=OK duration=124s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476834920-800,2025-11-18T14:40:30.073Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","단순 파일 읽기 접근 로그는 시스템 모니터링 범주로 분류됨. 사용자 design01이 내부 공유 문서를 정상 열람한 기록이며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되지 않았고, 반복 실패/비정상 접근/외부 전송 등 위험 요소가 없음. 유사 사례와는 달리 인증 실패나 비정상 로그인 시도가 없음.","2025-11-18T14:40:30.073Z FILESRV[access] INFO user=design01 op=read path=""/dept/shared/manual_v3.pdf"" size=1680KB src_ip=[IP] result=OK"
LOG-1763476851268-896,2025-11-18T14:40:48.012Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:40:48.012Z monitor[agent] INFO healthcheck ok cpu=44.4% mem=30.2% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476851247-139,2025-11-18T14:40:36.069Z,메일 게이트웨이,exfiltration,High,PII masked (regex hit),"이메일 2건, 전화번호 1건 탐지됨 (정규식 기준).",민감 PII(이메일/전화/주민번호/카드번호 등)가 포함된 로그로 판단됨.,"2025-11-18T14:40:36.068Z MAILGW[outbound] ALERT user=sales01 rcpt=[EMAIL] attachment=""client_list.csv"" records=4805 sample_name=""이영희"" sample_phone=""[PHONE]"" sample_email=""[EMAIL]"" action=allowed"
LOG-1763476857180-242,2025-11-18T14:40:54.054Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:40:54.054Z WEB_APP[http] INFO login success user=user123 src_ip=[IP] method=POST path=""/login"" status=200 resp_time=131ms ua=""Chrome/120"""
LOG-1763476863209-415,2025-11-18T14:41:00.072Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:00.072Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=1044KB src_ip=[IP] result=OK"
LOG-1763476869187-843,2025-11-18T14:41:06.062Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:06.062Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=1048KB src_ip=[IP] result=OK"
LOG-1763476875250-352,2025-11-18T14:41:12.054Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:12.054Z WEB_APP[http] INFO login success user=alice src_ip=[IP] method=POST path=""/login"" status=200 resp_time=56ms ua=""Chrome/120"""
LOG-1763476881181-405,2025-11-18T14:41:18.053Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:18.053Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=562KB src_ip=[IP] result=OK"
LOG-1763476887187-854,2025-11-18T14:41:24.051Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:24.051Z monitor[agent] INFO healthcheck ok cpu=32.2% mem=29.4% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476893191-320,2025-11-18T14:41:30.064Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:30.064Z FILESRV[access] INFO user=design01 op=read path=""/dept/shared/manual_v3.pdf"" size=796KB src_ip=[IP] result=OK"
LOG-1763476899185-275,2025-11-18T14:41:36.067Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:36.067Z FILESRV[access] INFO user=design01 op=read path=""/dept/shared/manual_v3.pdf"" size=338KB src_ip=[IP] result=OK"
LOG-1763476907269-689,2025-11-18T14:41:42.047Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","정상 로그인 성공 로그이며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되지 않았습니다. 로그인 성공 자체는 정상 시스템 동작으로 분류됩니다.","2025-11-18T14:41:42.047Z WEB_APP[http] INFO login success user=carol src_ip=[IP] method=POST path=""/login"" status=200 resp_time=140ms ua=""Chrome/120"""
LOG-1763476911188-943,2025-11-18T14:41:48.054Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:48.054Z FILESRV[access] INFO user=design01 op=read path=""/dept/shared/manual_v3.pdf"" size=1692KB src_ip=[IP] result=OK"
LOG-1763476917184-657,2025-11-18T14:41:54.047Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:41:54.047Z monitor[agent] INFO healthcheck ok cpu=18.1% mem=38.6% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476923190-744,2025-11-18T14:42:00.081Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:42:00.081Z monitor[agent] INFO healthcheck ok cpu=41.8% mem=48.5% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476929178-539,2025-11-18T14:42:06.057Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:42:06.057Z cron[backup] INFO job=nightly_full_backup status=OK duration=383s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476938263-476,2025-11-18T14:42:12.045Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:42:12.045Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=1000KB src_ip=[IP] result=OK"
LOG-1763476947188-372,2025-11-18T14:42:24.053Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:42:24.053Z cron[backup] INFO job=nightly_full_backup status=OK duration=499s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476953173-578,2025-11-18T14:42:30.070Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:42:30.070Z monitor[agent] INFO healthcheck ok cpu=29.9% mem=58.2% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763476965249-934,2025-11-18T14:42:42.050Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:42:42.050Z WEB_APP[http] INFO login success user=user123 src_ip=[IP] method=POST path=""/login"" status=200 resp_time=52ms ua=""Chrome/120"""
LOG-1763476971218-30,2025-11-18T14:42:48.051Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).",알려진 위험 패턴이나 민감 PII가 포함되지 않은 일반 로그입니다.,"2025-11-18T14:42:48.051Z WEB_APP[http] INFO login success user=carol src_ip=[IP] method=POST path=""/login"" status=200 resp_time=186ms ua=""Chrome/120"""
LOG-1763476977188-707,2025-11-18T14:42:54.048Z,시스템 배치/감사,exfiltration,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,데이터 유출/공격/오류 관련 키워드가 포함되어 있음.,"2025-11-18T14:42:54.048Z cron[backup] INFO job=nightly_full_backup status=OK duration=156s errors=0 target=""nas01:/backup/db_full"""
LOG-1763476984885-851,2025-11-18T14:43:00.066Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","단순 파일 읽기 작업이며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 전혀 포함되지 않았고, 내부 공유 문서의 정상적인 접근으로 판단됨. 반복 실패/비정상 접근/외부 전송 등 위험 요소가 없음.","2025-11-18T14:43:00.066Z FILESRV[access] INFO user=staff02 op=read path=""/dept/shared/manual_v3.pdf"" size=492KB src_ip=[IP] result=OK"
