log_id,occurred_at,source,incident_category,risk,pii_status,pii_summary,analyzer_reason,redacted_log
LOG-1763372098484-913,2025-11-17T09:34:54.041Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"해당 로그는 'nightly_full_backup' 작업에 대한 정상 백업 완료 로그입니다. 상태(OK), 오류(0건), 지속 시간(660초) 등 모든 지표가 정상적이며, 외부 전송이나 대량 민감정보 처리와 관련된 특이 사항이 없습니다. 백업 대상 경로(nas01:/backup/db_full)는 내부 시스템으로 판단됩니다.","2025-11-17T09:34:54.041Z cron[backup] INFO job=nightly_full_backup status=OK duration=660s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372104847-572,2025-11-17T09:35:00.040Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"해당 로그는 'monitor[agent]'를 통해 시스템의 정상 상태(healthcheck ok)를 확인하는 내용으로, cpu/mem/disk 사용률 및 서비스 상태(svc=web_app:UP,db:UP)와 같은 기본 모니터링 메트릭을 포함합니다. 로그 내에 민감정보 토큰([EMAIL], [PHONE] 등)이 발견되지 않았으며, 외부 전송이나 비정상 접근 징후가 없습니다. 시스템 운영 과정에서 일반적으로 발생하는 단순 상태 확인 활동에 해당합니다.","2025-11-17T09:35:00.040Z monitor[agent] INFO healthcheck ok cpu=42.1% mem=40.4% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763372117032-851,2025-11-17T09:35:12.040Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","해당 로그는 'staff02' 사용자가 공유 문서 경로(/dept/shared/manual_v3.pdf)에 대한 읽기 작업을 정상적으로 수행한 기록입니다. 로그 내 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 발견되지 않았으며, 'result=OK'로 접근 시도가 성공적이었습니다. 'FILESRV[access]'는 파일 서버 접근 로그로, 내부 사용자의 정상 업무 활동에 해당합니다. 외부 전송 또는 비정상 접근 패턴이 관찰되지 않습니다.","2025-11-17T09:35:12.040Z FILESRV[access] INFO user=staff02 op=read path=""/dept/shared/manual_v3.pdf"" size=195KB src_ip=[IP] result=OK"
LOG-1763372122657-69,2025-11-17T09:35:18.038Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"해당 로그는 단순한 일일 백업 작업 완료 기록으로, 개인정보 유출이나 계정 악용과 같은 보안 위협이 확인되지 않음. 백업 대상 경로가 내부 시스템(nas01:/backup/db_full)으로 한정되어 있으며, 에러 없이 정상적으로 종료됨. 로그 내에 [EMAIL], [PHONE], [CARD], [RRN] 등 민감정보 토큰이 전혀 포함되지 않았음.","2025-11-17T09:35:18.038Z cron[backup] INFO job=nightly_full_backup status=OK duration=359s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372128610-560,2025-11-17T09:35:24.042Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","해당 로그는 'staff01' 사용자가 내부 공유 경로('/dept/shared/manual_v3.pdf')에 정상적으로 접근하여 파일을 읽은 기록입니다. 로그 내 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 발견되지 않았으며, 외부 전송이나 비정상적인 접근 패턴이 없습니다. 결과 값(result=OK)으로 보아 정상적인 시스템 운영 활동으로 판단됩니다.","2025-11-17T09:35:24.042Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=1161KB src_ip=[IP] result=OK"
LOG-1763372140829-222,2025-11-17T09:35:36.038Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그 내용은 nightly_full_backup 작업의 성공적 완료 상태를 나타내며, 개인정보 유출이나 계정 악용의 징후가 없습니다. 백업 대상 경로가 내부 시스템(nas01:/backup/db_full)으로 명시되어 있고, 오류 없이 정상적으로 처리되었습니다. 로그 내 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 발견되지 않았으며, 단순 모니터링 또는 정기 백업 작업으로 판단됩니다.","2025-11-17T09:35:36.038Z cron[backup] INFO job=nightly_full_backup status=OK duration=730s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372147238-318,2025-11-17T09:35:42.038Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 시도 탐지 로그로, 공격자가 'id' 파라미터에 악성 SQL 구문(' OR '1'='1')을 입력하여 인증 우회 시도를 한 것으로 판단됩니다. 사용자 계정(guest)과 로그인 페이지(/login)를 타겟으로 한 점, WAF에 의해 차단된 점이 확인되었습니다. 다만 실제 개인정보 유출이나 계정 악용은 발생하지 않았으며, 로그 내에 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 발견되지 않았습니다.","2025-11-17T09:35:42.038Z WEB_APP[waf] WARN sqli_detected user=guest src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763372152961-390,2025-11-17T09:35:48.041Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그에 기록된 'cron[backup]' 작업은 시스템의 정기적인 전체 백업(nightly_full_backup)을 나타내며, 상태(status=OK)와 오류 발생 없음(errors=0)으로 정상 수행되었습니다. 백업 대상 경로(nas01:/backup/db_full)는 내부 시스템으로, 외부에 대한 데이터 전송이나 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되어 있지 않습니다. 단순 모니터링 범주에 해당하는 정상적인 시스템 운영 로그입니다.","2025-11-17T09:35:48.041Z cron[backup] INFO job=nightly_full_backup status=OK duration=663s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372158949-748,2025-11-17T09:35:54.038Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그에서 개인정보 유출/계정 악용/설정 오류와 관련된 패턴이 확인되지 않으며, staff01 사용자가 내부 공유 문서의 수동 읽기 접근 권한을 정상적으로 행사한 기록입니다. 파일 경로(/dept/shared/manual_v3.pdf)는 공개된 업무 매뉴얼로 추정되며, 로그 레벨은 INFO로 정상 시스템 동작에 해당합니다.","2025-11-17T09:35:54.037Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=963KB src_ip=[IP] result=OK"
LOG-1763372176849-80,2025-11-17T09:36:12.044Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그는 시스템 상태 확인(healthcheck)을 위한 정상적인 모니터링 정보입니다. CPU, 메모리, 디스크 사용량 및 서비스 상태(web_app, db)만 기록되었으며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되지 않았습니다. 참고 사례와 유사하게 단순 모니터링 활동으로 판단됩니다.","2025-11-17T09:36:12.044Z monitor[agent] INFO healthcheck ok cpu=42.7% mem=57.7% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763372188804-932,2025-11-17T09:36:24.042Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"해당 로그는 단순 시스템 상태 확인(healthcheck) 목적의 INFO 레벨 로그이며, 마스킹된 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 발견되지 않았습니다. CPU, 메모리, 디스크 사용량 및 서비스 상태를 점검하는 정상적인 모니터링 활동으로 판단됩니다.","2025-11-17T09:36:24.042Z monitor[agent] INFO healthcheck ok cpu=23.4% mem=55.6% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763372195009-749,2025-11-17T09:36:30.045Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그에서 백업 작업의 정상적인 완료가 기록되었으며, 개인정보 유출 또는 계정 악용의 징후가 없습니다. 대상 경로(nas01:/backup/db_full)는 내부 시스템으로 보이며, 데이터 전송 규모가 명시되지 않아 대량 처리 여부를 확인할 수 없습니다. 오류 발생 없이 정상적으로 수행된 내부 루틴 작업으로 판단됩니다.","2025-11-17T09:36:30.045Z cron[backup] INFO job=nightly_full_backup status=OK duration=841s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372201060-332,2025-11-17T09:36:36.042Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"정상적인 백업 작업 로그로, 시스템 내부 저장소(nas01:/backup/db_full)로의 데이터 복사 작업이 성공적으로 완료됨. 오류 없음(errors=0), 외부 전송/대량 PII 처리/계정 악용 등의 위험 요소 전혀 관측되지 않음. cron을 통한 예정된 내부 모니터링 작업으로 판단됨.","2025-11-17T09:36:36.042Z cron[backup] INFO job=nightly_full_backup status=OK duration=318s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372207233-820,2025-11-17T09:36:42.050Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그에서 파일 읽기 작업(manual_v3.pdf)이 정상적으로 수행되었으며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 탐지되지 않았습니다. 사용자(staff01)의 접근 경로(/dept/shared/)는 공유 문서 폴더로, 업무 목적과 일치하는 정상적인 시스템 동작입니다. 외부 전송이나 계정 악용 흔적이 없어 위험도가 낮습니다.","2025-11-17T09:36:42.050Z FILESRV[access] INFO user=staff01 op=read path=""/dept/shared/manual_v3.pdf"" size=1760KB src_ip=[IP] result=OK"
LOG-1763372212975-258,2025-11-17T09:36:48.052Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그 내용은 시스템 상태 확인을 위한 healthcheck 메시지로, 정상 작동 상태를 나타냅니다. cpu, mem, disk 사용률 및 서비스 상태(svc) 정보만 포함되어 있으며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 전혀 등장하지 않았습니다. 로그 유형(INFO)과 메시지('healthcheck ok')로 미루어 단순 모니터링 활동으로 판단됩니다.","2025-11-17T09:36:48.052Z monitor[agent] INFO healthcheck ok cpu=34.6% mem=26.6% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763372218742-66,2025-11-17T09:36:54.038Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 시도 감지 (param=""id=' OR '1'='1"")로 계정 정보 탈취 목적이 의심되지만, WAF에 의해 차단되어 실제 피해가 발생하지 않았습니다. 사용자 계정 guest와 로그인 페이지에서의 비정상적인 SQL 쿼리 시도는 계정 악용 가능성을 시사합니다. 다만 공격 성공 여부는 확인되지 않았습니다.","2025-11-17T09:36:54.038Z WEB_APP[waf] WARN sqli_detected user=guest src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763372231396-878,2025-11-17T09:37:06.052Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","해당 로그는 staff02 사용자가 내부 공유 문서에 대한 정상적인 읽기 접근을 수행한 기록입니다. 민감한 개인정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되어 있지 않으며, 파일 크기(1975KB)와 경로(/dept/shared/manual_v3.pdf) 상 개인정보 유출이나 계정 악용의 징후가 없습니다. 결과값(result=OK)과 INFO 로그 수준을 고려할 때 정상적인 시스템 운영 활동으로 판단됩니다.","2025-11-17T09:37:06.052Z FILESRV[access] INFO user=staff02 op=read path=""/dept/shared/manual_v3.pdf"" size=1975KB src_ip=[IP] result=OK"
LOG-1763372237319-18,2025-11-17T09:37:12.042Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 공격 시도가 탐지되었으나 WAF에서 차단되었습니다. 사용자 ID 'tester'와 파라미터 'id=' OR '1'='1'에서 악의적인 SQL 쿼리 패턴이 확인된 점이 위협 요소입니다. 다만 실제 데이터 유출이나 계정 악용 증거가 없으며, 공격 시도가 차단되어 즉각적인 피해는 발생하지 않았습니다. 민감정보 토큰은 포함되지 않았습니다.","2025-11-17T09:37:12.042Z WEB_APP[waf] WARN sqli_detected user=tester src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763372242531-340,2025-11-17T09:37:18.050Z,시스템 배치/감사,monitoring,Safe,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그 내용이 시스템 헬스체크(healthcheck) 메시지로, CPU/메모리/디스크 사용량 및 서비스 상태(svc=web_app:UP,db:UP)를 정상 보고한 모니터링 기록입니다. 민감정보 토큰([EMAIL], [PHONE] 등)이 전혀 등장하지 않으며, 외부 전송이나 비정상 접근 시도와 같은 위험 요소가 확인되지 않습니다. 단순 시스템 운영 로그이므로 안전합니다.","2025-11-17T09:37:18.050Z monitor[agent] INFO healthcheck ok cpu=19.9% mem=54.2% disk=/ 70% svc=web_app:UP,db:UP"
LOG-1763372248888-531,2025-11-17T09:37:24.037Z,오브젝트 스토리지,misconfiguration,High,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,내부 버킷(internal-docs)에 저장된 프로젝트 계획서가 공개 링크(public-read)로 생성되어 외부 접근이 가능합니다. 만료일(expiry=none)이 설정되지 않아 지속적인 유출 위험이 존재합니다. S3 버킷의 공개 설정은 개인정보 유출로 직접 연결될 수 있는 중대한 설정 오류입니다.,"2025-11-17T09:37:24.037Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read"""
LOG-1763372254795-911,2025-11-17T09:37:30.039Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그인 성공 로그는 정상 시스템 동작이며, PII/민감정보 토큰이 미포함되었습니다. 단순 사용자 인증 성공 이벤트로, 추가 이상 징후가 없습니다.","2025-11-17T09:37:30.039Z WEB_APP[http] INFO login success user=carol src_ip=[IP] method=POST path=""/login"" status=200 resp_time=162ms ua=""Chrome/120"""
LOG-1763372266747-681,2025-11-17T09:37:42.042Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"주어진 로그는 'nightly_full_backup' 작업으로, 정상적인 야간 전체 백업 프로세스의 완료 상태를 나타냅니다. 오류가 없으며, 외부 전송이나 대량 민감정보 처리 없이 내부 스토리지(nas01)로의 백업만 수행되었습니다. 로그에 마스킹된 토큰([EMAIL], [PHONE] 등)이 포함되어 있지 않아 개인정보 유출 가능성이 없습니다.","2025-11-17T09:37:42.042Z cron[backup] INFO job=nightly_full_backup status=OK duration=858s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372273360-856,2025-11-17T09:37:48.043Z,시스템 배치/감사,monitoring,Medium,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"로그에서 수행된 작업은 야간 전체 백업(cron[backup])으로, 시스템 내부의 정상적인 유지보수 절차에 해당합니다. 외부 전송이나 대량 PII 처리, 계정 악용, 설정 오류 등의 징후가 없으며, 백업 대상(target)은 내부 네트워크 경로(nas01:/backup/db_full)로 지정되었습니다. 오류(errors=0) 없이 성공적으로 완료되었습니다.","2025-11-17T09:37:48.043Z cron[backup] INFO job=nightly_full_backup status=OK duration=209s errors=0 target=""nas01:/backup/db_full"""
LOG-1763372279081-902,2025-11-17T09:37:54.038Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 탐지(WAF 경고) 및 차단된 비정상 로그인 시도(파라미터 조작)가 확인되었으나, 실제 계정 악용 또는 데이터 유출로 이어지지 않고 차단되었습니다. 공격 시도는 명확한 위협이지만 추가 피해 발생 전 차단되어 위험도가 High보다는 낮게 평가됩니다.","2025-11-17T09:37:54.038Z WEB_APP[waf] WARN sqli_detected user=tester src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763372284755-960,2025-11-17T09:38:00.037Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 인젝션 시도 탐지 및 차단된 이벤트로, 계정 탈취 또는 시스템 권한 악용 가능성이 있음. 로그에는 민감정보 토큰이 포함되어 있지 않으며, WAF에 의해 성공적으로 차단됨. 공격 시도가 단일로 발생했으나 지속적 시도 가능성을 고려해 Medium 위험도로 판단.","2025-11-17T09:38:00.037Z WEB_APP[waf] WARN sqli_detected user=tester src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763372291856-65,2025-11-17T09:35:06.051Z,로그인 게이트웨이,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그에는 'too_many_failed_login'으로 표시된 5회의 로그인 실패 시도가 기록되어 있으며, 사용자 계정(admin01)과 소스 IP([IP])가 확인됩니다. 하지만 계정 잠금(lockout=false)이 활성화되지 않은 상태에서 WARN 수준으로 기록된 점으로 미루어, 비정상적인 계정 액세스 시도가 있을 수 있으나 즉각적인 위협은 확인되지 않습니다. 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])은 포함되지 않았습니다.",2025-11-17T09:35:06.051Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=5 src_ip=[IP] lockout=false
LOG-1763372297258-124,2025-11-17T09:38:12.036Z,웹 애플리케이션,credential_abuse,Medium,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","SQL 삽입 시도(SQLi) 감지되었으나 WAF에 의해 차단되었습니다. 공격 시도가 확인되었지만 실제 개인정보 유출이나 시스템 침해로 이어지지 않았습니다. 사용자 'guest'가 비정상적인 SQL 쿼리를 시도한 것으로 보이며, 계정 악용 가능성이 있으나 추가 검증이 필요합니다. 마스킹된 민감정보는 로그에 포함되어 있지 않습니다.","2025-11-17T09:38:12.036Z WEB_APP[waf] WARN sqli_detected user=guest src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked"
LOG-1763372302848-243,2025-11-17T09:38:18.041Z,파일 서버,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그는 FILESRV의 일반적인 파일 읽기 접근 기록으로, 사용자 'design01'이 공유 매뉴얼 파일을 정상적으로 열람한 내역입니다. 민감정보 토큰([EMAIL], [PHONE] 등)이 포함되지 않았으며, 단순 모니터링 활동으로 판단됩니다. src_ip는 마스킹 처리되었고, op=read 및 결과=OK로 정상 동작을 나타냅니다.","2025-11-17T09:38:18.041Z FILESRV[access] INFO user=design01 op=read path=""/dept/shared/manual_v3.pdf"" size=1225KB src_ip=[IP] result=OK"
LOG-1763372308575-17,2025-11-17T09:38:24.040Z,웹 애플리케이션,monitoring,Safe,No PII pattern,"민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).","로그인 성공 로그는 정상적인 시스템 동작을 나타내며, 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])이나 비정상적인 접근 패턴이 전혀 포함되지 않았습니다. 단일 성공 로그만으로는 계정 악용 또는 개인정보 유출을 의심할 근거가 부족합니다.","2025-11-17T09:38:24.040Z WEB_APP[http] INFO login success user=alice src_ip=[IP] method=POST path=""/login"" status=200 resp_time=68ms ua=""Chrome/120"""
LOG-1763372315546-592,2025-11-17T09:38:30.034Z,CRM 시스템,exfiltration,High,No PII pattern,정규식 기준 민감 PII 패턴 미탐지,"CRM 시스템에서 고객 데이터(이름, [PHONE], [EMAIL]) 2,741건을 CSV 형식으로 대량 내보내기 수행. 필터링 조건(recent_signup&vip)이 추가되었으나 대량 PII 데이터 전송 시 개인정보 유출 가능성이 높음. 유사 사례([#LOG-1763366813572-613])에서도 정규식 기반 민감정보 검출 실패 사례가 보고된 점과 VIP 고객 정보 포함 가능성이 추가 리스크 요인으로 작용","2025-11-17T09:38:30.034Z CRM[export] INFO user=analyst01 op=export object=customer rows=2741 fields=""name,phone,email"" filter=""recent_signup&vip"" format=csv"
